pct_customers,cum_revenue_pct
0.02314814814814815,3.371103341204328
0.0462962962962963,6.510990738345949
0.06944444444444445,8.803419325770385
0.0925925925925926,10.360540091980724
0.11574074074074073,11.855625973207736
0.1388888888888889,13.230363045715773
0.16203703703703703,14.296167948511679
0.1851851851851852,15.093302302161907
0.20833333333333334,15.854660237989737
0.23148148148148145,16.58467931456999
0.25462962962962965,17.30156915756978
0.2777777777777778,17.99473292983543
0.30092592592592593,18.650751300421
0.32407407407407407,19.2947750700148
0.3472222222222222,19.93828261382568
0.3703703703703704,20.56495725498153
0.3935185185185185,21.180007686237925
0.4166666666666667,21.789653406468858
0.4398148148148148,22.27167563377495
0.4629629629629629,22.750771614250187
0.4861111111111111,23.190366104229586
0.5092592592592593,23.605269426737085
0.5324074074074074,24.010907651268074
0.5555555555555556,24.415441111509352
0.5787037037037037,24.818872105022376
0.6018518518518519,25.197576500247294
0.625,25.56247545327659
0.6481481481481481,25.92307155738724
0.6712962962962963,26.26962702156327
0.6944444444444444,26.607877405680476
0.7175925925925926,26.94511565351212
0.7407407407407408,27.270793055770916
0.7638888888888888,27.592775737352408
0.787037037037037,27.90425372608723
0.8101851851851851,28.20881170155114
0.8333333333333334,28.469233037658775
0.8564814814814815,28.72409669351739
0.8796296296296297,28.978328036277162
0.9027777777777777,29.22347095144433
0.9259259259259258,29.466505793509207
0.9490740740740741,29.70398404364364
0.9722222222222222,29.929633721832914
0.9953703703703705,30.154234623677546
1.0185185185185186,30.36075456329686
1.0416666666666665,30.566199123228298
1.0648148148148149,30.771113913856624
1.087962962962963,30.96930567687822
1.1111111111111112,31.16669667926864
1.1342592592592593,31.363998439534956
1.1574074074074074,31.560999340174213
1.1805555555555556,31.756913252394003
1.2037037037037037,31.94952726173486
1.2268518518518519,32.14061351362868
1.25,32.32777214466765
1.2731481481481481,32.513539420855764
1.2962962962962963,32.69128494259045
1.3194444444444444,32.86686797529351
1.3425925925925926,33.03985814942608
1.3657407407407407,33.21109842819565
1.3888888888888888,33.37974101142323
1.412037037037037,33.541487766237374
1.4351851851851851,33.70174328273928
1.4583333333333333,33.86035979144972
1.4814814814814816,34.01889177408327
